iter	Passed	Remaining
980	2858	14626
981	2861	14623
982	2864	14620
983	2867	14617
984	2870	14614
985	2873	14610
986	2876	14607
987	2878	14602
988	2881	14598
989	2883	14594
990	2886	14590
991	2889	14585
992	2891	14581
993	2894	14577
994	2897	14575
995	2900	14572
996	2903	14568
997	2905	14563
998	2908	14560
999	2911	14555
1000	2913	14550
1001	2916	14549
1002	2919	14545
1003	2922	14541
1004	2925	14539
1005	2928	14536
1006	2931	14532
1007	2933	14529
1008	2936	14525
1009	2939	14522
1010	2942	14518
1011	2945	14516
1012	2947	14511
1013	2950	14507
1014	2953	14503
1015	2955	14499
1016	2958	14496
1017	2961	14492
1018	2964	14489
1019	2967	14486
1020	2969	14482
1021	2972	14477
1022	2975	14474
1023	2977	14469
1024	2980	14465
1025	2983	14463
1026	2985	14458
1027	2988	14454
1028	2991	14451
1029	2994	14448
1030	2997	14444
1031	2999	14441
1032	3002	14436
1033	3005	14433
1034	3007	14429
1035	3010	14425
1036	3013	14422
1037	3016	14418
1038	3019	14415
1039	3021	14411
1040	3024	14407
1041	3027	14403
1042	3029	14400
1043	3032	14396
1044	3035	14392
1045	3037	14387
1046	3040	14384
1047	3043	14380
1048	3045	14375
1049	3048	14371
1050	3051	14367
1051	3053	14363
1052	3056	14359
1053	3059	14356
1054	3062	14352
1055	3064	14348
1056	3067	14344
1057	3070	14341
1058	3072	14337
1059	3075	14334
1060	3078	14330
1061	3081	14325
1062	3083	14322
1063	3086	14319
1064	3089	14316
1065	3092	14313
1066	3095	14309
1067	3098	14306
1068	3100	14301
1069	3103	14297
1070	3105	14293
1071	3108	14290
1072	3113	14298
1073	3116	14296
1074	3119	14291
1075	3122	14287
1076	3124	14283
1077	3127	14280
1078	3130	14277
1079	3133	14273
1080	3135	14269
1081	3138	14266
1082	3141	14264
1083	3144	14260
1084	3147	14256
1085	3150	14253
1086	3152	14249
1087	3155	14246
1088	3158	14243
1089	3161	14240
1090	3164	14237
1091	3166	14233
1092	3169	14230
1093	3172	14227
1094	3175	14222
1095	3177	14217
1096	3180	14213
1097	3182	14210
1098	3185	14206
1099	3188	14203
1100	3191	14199
1101	3194	14198
1102	3197	14195
1103	3199	14190
1104	3202	14187
1105	3205	14183
1106	3208	14180
1107	3210	14176
1108	3213	14172
1109	3216	14169
1110	3219	14165
1111	3221	14162
1112	3224	14158
1113	3227	14155
1114	3229	14150
1115	3232	14147
1116	3235	14142
1117	3238	14139
1118	3241	14137
1119	3243	14133
1120	3246	14129
1121	3249	14125
1122	3251	14121
1123	3254	14117
1124	3257	14114
1125	3259	14110
1126	3262	14106
1127	3265	14103
1128	3268	14100
1129	3270	14097
1130	3273	14093
1131	3276	14089
1132	3278	14085
1133	3281	14081
1134	3284	14078
1135	3287	14074
1136	3289	14070
1137	3292	14067
1138	3295	14063
1139	3297	14059
1140	3300	14055
1141	3303	14052
1142	3306	14049
1143	3309	14046
1144	3311	14041
1145	3314	14038
1146	3316	14033
1147	3319	14030
1148	3322	14026
1149	3325	14024
1150	3328	14020
1151	3330	14015
1152	3333	14011
1153	3335	14008
1154	3338	14005
1155	3341	14001
1156	3344	13998
1157	3346	13994
1158	3349	13990
1159	3352	13987
1160	3355	13983
1161	3358	13981
1162	3360	13977
1163	3363	13972
1164	3366	13969
1165	3368	13966
1166	3371	13962
1167	3374	13958
1168	3376	13955
1169	3379	13952
1170	3382	13947
1171	3384	13943
1172	3387	13939
1173	3393	13950
1174	3396	13948
1175	3399	13944
1176	3402	13940
1177	3404	13936
1178	3407	13932
1179	3410	13929
1180	3412	13925
1181	3415	13921
1182	3417	13917
1183	3420	13913
1184	3423	13910
1185	3426	13907
1186	3428	13903
1187	3431	13899
1188	3434	13896
1189	3437	13892
1190	3439	13888
1191	3442	13885
1192	3445	13881
1193	3447	13877
1194	3450	13874
1195	3453	13870
1196	3455	13867
1197	3458	13863
1198	3461	13859
1199	3464	13856
1200	3467	13853
1201	3470	13851
1202	3472	13848
1203	3475	13845
1204	3478	13841
1205	3481	13838
1206	3483	13834
1207	3486	13831
1208	3489	13827
1209	3492	13824
1210	3494	13821
1211	3497	13816
1212	3500	13813
1213	3502	13808
1214	3505	13805
1215	3508	13802
1216	3511	13799
1217	3513	13795
1218	3516	13791
1219	3519	13787
1220	3521	13784
1221	3524	13780
1222	3527	13777
1223	3529	13773
1224	3532	13768
1225	3534	13764
1226	3537	13761
1227	3540	13757
1228	3542	13753
1229	3545	13750
1230	3548	13746
1231	3551	13743
1232	3553	13740
1233	3556	13736
1234	3559	13733
1235	3562	13731
1236	3565	13728
1237	3568	13725
1238	3570	13721
1239	3573	13718
1240	3576	13715
1241	3579	13711
1242	3582	13709
1243	3584	13705
1244	3587	13702
1245	3590	13699
1246	3593	13695
1247	3596	13692
1248	3598	13688
1249	3601	13685
1250	3604	13682
1251	3607	13679
1252	3610	13676
1253	3612	13673
1254	3615	13669
1255	3617	13665
1256	3620	13661
1257	3623	13658
1258	3626	13655
1259	3629	13652
1260	3632	13649
1261	3634	13646
1262	3637	13643
1263	3640	13640
1264	3643	13637
1265	3646	13633
1266	3648	13630
1267	3651	13627
1268	3654	13624
1269	3657	13621
1270	3660	13618
1271	3662	13615
1272	3667	13617
1273	3669	13613
1274	3672	13609
1275	3674	13605
1276	3677	13602
1277	3680	13600
1278	3683	13596
1279	3686	13592
1280	3688	13589
1281	3691	13586
1282	3694	13582
1283	3697	13579
1284	3699	13575
1285	3702	13571
1286	3705	13568
1287	3708	13565
1288	3711	13563
1289	3713	13560
1290	3716	13556
1291	3719	13552
1292	3721	13549
1293	3724	13545
1294	3727	13541
1295	3729	13538
1296	3732	13534
1297	3735	13531
1298	3738	13528
1299	3741	13525
1300	3743	13522
1301	3746	13519
1302	3749	13516
1303	3752	13513
1304	3755	13510
1305	3757	13506
1306	3760	13503
1307	3763	13499
1308	3766	13496
1309	3768	13492
1310	3771	13489
1311	3774	13485
1312	3776	13482
1313	3779	13479
1314	3782	13475
1315	3785	13471
1316	3787	13468
1317	3790	13464
1318	3793	13461
1319	3795	13458
1320	3798	13455
1321	3801	13451
1322	3804	13447
1323	3806	13444
1324	3810	13442
1325	3812	13439
1326	3815	13436
1327	3818	13433
1328	3820	13429
1329	3823	13426
1330	3826	13422
1331	3829	13419
1332	3831	13415
1333	3834	13412
1334	3837	13409
1335	3840	13406
1336	3843	13403
1337	3845	13399
1338	3848	13396
1339	3851	13392
1340	3853	13389
1341	3856	13385
1342	3859	13382
1343	3861	13378
1344	3864	13375
1345	3867	13371
1346	3870	13369
1347	3872	13365
1348	3875	13362
1349	3878	13358
1350	3880	13354
1351	3883	13350
1352	3886	13346
1353	3888	13343
1354	3891	13340
1355	3894	13336
1356	3896	13332
1357	3899	13329
1358	3902	13326
1359	3905	13323
1360	3908	13320
1361	3910	13317
1362	3913	13314
1363	3916	13310
1364	3919	13308
1365	3921	13304
1366	3924	13301
1367	3927	13298
1368	3930	13295
1369	3933	13292
1370	3935	13289
1371	3938	13284
1372	3944	13293
1373	3947	13291
1374	3950	13288
1375	3953	13285
1376	3956	13281
1377	3958	13278
1378	3961	13275
1379	3964	13271
1380	3967	13268
1381	3969	13264
1382	3972	13260
1383	3974	13256
1384	3977	13252
1385	3979	13248
1386	3982	13245
1387	3985	13242
1388	3987	13238
1389	3990	13234
1390	3993	13230
1391	3995	13227
1392	3998	13223
1393	4001	13220
1394	4003	13217
1395	4006	13213
1396	4009	13210
1397	4012	13207
1398	4014	13204
1399	4017	13201
1400	4020	13198
1401	4023	13195
1402	4026	13191
1403	4028	13188
1404	4031	13185
1405	4034	13182
1406	4037	13179
1407	4040	13176
1408	4042	13172
1409	4045	13169
1410	4048	13166
1411	4051	13163
1412	4053	13159
1413	4056	13155
1414	4059	13152
1415	4061	13149
1416	4064	13146
1417	4067	13142
1418	4069	13138
1419	4072	13136
1420	4075	13133
1421	4078	13130
1422	4081	13127
1423	4091	13147
1424	4094	13144
1425	4096	13141
1426	4099	13137
1427	4102	13133
1428	4104	13130
1429	4107	13126
1430	4110	13123
1431	4112	13119
1432	4115	13116
1433	4118	13113
1434	4121	13110
1435	4123	13106
1436	4126	13103
1437	4129	13099
1438	4131	13096
1439	4134	13093
1440	4137	13089
1441	4140	13087
1442	4143	13084
1443	4146	13081
1444	4148	13077
1445	4151	13074
1446	4154	13071
1447	4156	13067
1448	4159	13063
1449	4162	13060
1450	4164	13056
1451	4167	13053
1452	4170	13050
1453	4172	13046
1454	4175	13043
1455	4178	13040
1456	4181	13036
1457	4183	13033
1458	4186	13030
1459	4189	13027
1460	4192	13024
1461	4195	13021
1462	4197	13018
1463	4200	13015
1464	4203	13012
1465	4206	13008
1466	4208	13005
1467	4211	13002
1468	4214	12999
1469	4217	12996
1470	4221	12998
1471	4225	12996
1472	4227	12992
1473	4230	12989
1474	4233	12986
1475	4236	12983
1476	4238	12979
1477	4241	12976
1478	4243	12972
1479	4246	12969
1480	4249	12966
1481	4252	12963
1482	4254	12959
1483	4257	12956
1484	4260	12953
1485	4263	12950
1486	4266	12947
1487	4268	12943
1488	4271	12940
1489	4274	12937
1490	4277	12934
1491	4279	12930
1492	4282	12927
1493	4285	12924
1494	4287	12921
1495	4290	12917
1496	4293	12914
1497	4296	12911
1498	4298	12907
1499	4301	12904
1500	4304	12901
1501	4307	12898
1502	4309	12894
1503	4312	12890
1504	4314	12887
1505	4317	12884
1506	4320	12881
1507	4323	12878
1508	4326	12874
1509	4328	12871
1510	4331	12867
1511	4334	12864
1512	4336	12861
1513	4339	12857
1514	4342	12854
1515	4344	12850
1516	4347	12847
1517	4350	12845
1518	4353	12841
1519	4355	12838
1520	4358	12834
1521	4361	12831
1522	4363	12827
1523	4366	12824
1524	4369	12821
1525	4372	12818
1526	4374	12815
1527	4379	12816
1528	4386	12825
1529	4390	12827
1530	4395	12831
1531	4398	12828
1532	4401	12825
1533	4404	12822
1534	4407	12819
1535	4409	12816
1536	4412	12813
1537	4415	12810
1538	4418	12807
1539	4421	12804
1540	4424	12801
1541	4427	12799
1542	4430	12796
1543	4432	12793
1544	4435	12790
1545	4438	12786
1546	4441	12784
1547	4443	12780
1548	4446	12777
1549	4449	12774
1550	4452	12771
1551	4455	12768
1552	4458	12765
1553	4460	12761
1554	4463	12759
1555	4466	12755
1556	4468	12752
1557	4471	12749
1558	4474	12746
1559	4477	12743
1560	4480	12740
1561	4483	12737
1562	4485	12734
1563	4488	12731
1564	4491	12728
1565	4494	12725
1566	4497	12722
1567	4500	12719
1568	4505	12722
1569	4508	12722
1570	4511	12718
1571	4514	12715
1572	4516	12712
1573	4519	12708
1574	4522	12705
1575	4525	12702
1576	4527	12699
1577	4530	12696
1578	4533	12693
1579	4535	12689
1580	4538	12686
1581	4541	12683
1582	4544	12680
1583	4547	12677
1584	4550	12674
1585	4552	12671
1586	4555	12667
1587	4558	12664
1588	4561	12662
1589	4564	12658
1590	4566	12655
1591	4569	12652
1592	4572	12649
1593	4575	12646
1594	4578	12643
1595	4580	12639
1596	4583	12636
1597	4586	12633
1598	4588	12630
1599	4591	12627
1600	4594	12624
1601	4597	12622
1602	4600	12618
1603	4603	12616
1604	4606	12613
1605	4608	12609
1606	4611	12606
1607	4614	12603
1608	4617	12600
1609	4619	12597
1610	4622	12594
1611	4625	12590
1612	4628	12587
1613	4630	12584
1614	4633	12580
1615	4635	12576
1616	4638	12573
1617	4641	12570
1618	4644	12566
1619	4646	12563
1620	4649	12560
1621	4652	12557
1622	4654	12553
1623	4657	12550
1624	4660	12547
1625	4663	12544
1626	4666	12541
1627	4668	12538
1628	4671	12534
1629	4674	12531
1630	4676	12528
1631	4679	12525
1632	4682	12522
1633	4685	12518
1634	4688	12515
1635	4690	12512
1636	4693	12509
1637	4696	12505
1638	4699	12503
1639	4701	12499
1640	4704	12496
1641	4707	12493
1642	4709	12490
1643	4712	12487
1644	4715	12484
1645	4718	12481
1646	4721	12477
1647	4723	12474
1648	4726	12471
1649	4729	12468
1650	4731	12464
1651	4734	12461
1652	4737	12457
1653	4740	12454
1654	4742	12452
1655	4745	12448
1656	4748	12445
1657	4751	12443
1658	4754	12439
1659	4756	12436
1660	4759	12433
1661	4762	12430
1662	4765	12427
1663	4767	12424
1664	4770	12421
1665	4773	12417
1666	4776	12414
1667	4778	12411
1668	4781	12408
1669	4784	12405
1670	4787	12402
1671	4790	12400
1672	4795	12403
1673	4798	12400
1674	4801	12397
1675	4803	12393
1676	4806	12390
1677	4809	12387
1678	4812	12384
1679	4814	12380
1680	4817	12377
1681	4820	12373
1682	4822	12370
1683	4825	12367
1684	4828	12364
1685	4830	12361
1686	4833	12358
1687	4836	12354
1688	4839	12351
1689	4841	12348
1690	4844	12344
1691	4847	12341
1692	4849	12337
1693	4852	12334
1694	4854	12330
1695	4857	12327
1696	4860	12323
1697	4862	12320
1698	4865	12316
1699	4868	12313
