iter	MAPE	RMSE	MAE
55	0.02409135557	0.4473071381	0.3414109799
56	0.02388269855	0.4438822102	0.3384511689
57	0.02367911078	0.4406162586	0.3355710161
58	0.02347365356	0.4371744928	0.3326537182
59	0.02328074244	0.4337800181	0.3299070155
60	0.02309181967	0.4305352047	0.3272136555
61	0.0229025833	0.4273066199	0.3245287665
62	0.02271298325	0.4242456616	0.3218388651
63	0.02252659946	0.4211336177	0.3191897133
64	0.02234514876	0.418080079	0.316611439
65	0.02217063278	0.415105018	0.314127842
66	0.02198566828	0.4121295417	0.3115062895
67	0.02181241113	0.4091892597	0.3090404316
68	0.02164580292	0.4062352687	0.3066718616
69	0.02148247471	0.4034690851	0.304346034
70	0.02131788025	0.4005807935	0.3020087919
71	0.02114763065	0.397701768	0.2995861151
72	0.02101152225	0.3952803601	0.2976401583
73	0.02084534256	0.3925300273	0.2952884876
74	0.02068628333	0.3899316755	0.2930282138
75	0.02052920053	0.387272876	0.2907914897
76	0.02038232409	0.3847583652	0.2886935239
77	0.02022959663	0.3822568877	0.2865215668
78	0.02009779587	0.379957789	0.2846410261
79	0.01995135068	0.3775001076	0.2825593856
80	0.0198079094	0.3750396045	0.280518218
81	0.01966335235	0.3726130196	0.2784637692
82	0.01952196107	0.3701906339	0.2764474302
83	0.0193868569	0.3678487386	0.274532689
84	0.01925232664	0.365583946	0.2726188951
85	0.01912441545	0.3634049172	0.2708018689
86	0.01898958	0.361205491	0.2688895149
87	0.01885816231	0.3591034453	0.2670271582
88	0.01872927604	0.3568370343	0.2651912748
89	0.01860366623	0.3547736382	0.2634154149
90	0.01847856802	0.3526878755	0.2616401318
91	0.01834679996	0.3505891593	0.2597753544
92	0.01822897047	0.3486429532	0.2581009848
93	0.01810499353	0.3465261817	0.2563458074
94	0.01798497699	0.3444960744	0.2546402984
95	0.017872826	0.3426346248	0.2530494071
96	0.01775168445	0.3406328742	0.2513293617
97	0.01764012264	0.3387825521	0.2497404406
98	0.01752861646	0.3368409713	0.2481566122
99	0.01742092682	0.3350188037	0.2466324602
100	0.01732225013	0.3332094913	0.2452301269
101	0.01722061445	0.3315968445	0.2437936146
102	0.01711990874	0.3298269293	0.2423630318
103	0.0170252202	0.3281095883	0.2410157645
104	0.01692888321	0.3264319076	0.2396503673
105	0.01682700441	0.32474428	0.2382037616
106	0.01673600112	0.3231779886	0.2369147102
107	0.01663542876	0.3215822631	0.2354905
108	0.01654503291	0.3199505797	0.2342122712
109	0.01645301181	0.3183337769	0.2329106254
110	0.01636568372	0.3167854313	0.2316710888
111	0.01627450584	0.3151587929	0.2303778277
112	0.01618098491	0.3136203906	0.2290495257
113	0.01609262696	0.3121006104	0.2278016386
114	0.01601859523	0.310696105	0.2267542417
115	0.01593537938	0.3092336585	0.2255702824
116	0.01585092413	0.3078253155	0.2243728456
117	0.01577096915	0.3064514888	0.2232370545
118	0.0156927104	0.3050971022	0.2221224679
119	0.01561023619	0.3037076772	0.2209517786
120	0.01553826449	0.302448802	0.2199338141
121	0.01546458862	0.3011546454	0.2188860387
122	0.01539250893	0.2999068532	0.2178599775
123	0.01532010843	0.2985911461	0.2168363715
124	0.01524741965	0.2974419663	0.2158037851
125	0.01517816381	0.296204379	0.2148209425
126	0.01510956858	0.2949348262	0.2138507531
127	0.01504335014	0.2938797355	0.2129084888
128	0.01498220678	0.292812786	0.212042691
129	0.01491458743	0.2915803424	0.2110866619
130	0.01485069924	0.2904403777	0.2101866363
131	0.01478479611	0.2893363803	0.2092464378
132	0.01472434039	0.2882420766	0.2083946605
133	0.01466532387	0.2871138067	0.2075617033
134	0.01460525145	0.2859911466	0.2067018521
135	0.014541849	0.2849354439	0.2057976118
136	0.01447999676	0.2838226584	0.2049204882
137	0.01442124458	0.2827913846	0.204090367
138	0.01436179484	0.2817630644	0.2032520134
139	0.01430159916	0.2807200904	0.202400881
140	0.01424533955	0.2797057422	0.2016033827
141	0.01419482495	0.2787460913	0.2008766682
142	0.0141400018	0.277773469	0.2000993724
143	0.01409431733	0.2769020037	0.1994509133
144	0.01403773333	0.2758477854	0.198652399
145	0.01398791192	0.2749575566	0.1979441509
146	0.01392929893	0.2739610378	0.1971165631
147	0.01387603787	0.2730448644	0.1963619794
148	0.01382668214	0.2721213709	0.1956594834
149	0.01377263399	0.27124887	0.1948969884
150	0.01372511878	0.2703341832	0.194220401
151	0.01367001497	0.2694263101	0.1934392343
152	0.01361965614	0.268601775	0.1927310583
153	0.01357140716	0.2677269216	0.1920522199
154	0.01353553007	0.2670084454	0.1915381582
155	0.01348978742	0.2661813316	0.190890271
156	0.01344225365	0.2653701743	0.1902168521
157	0.01339860985	0.2645476027	0.1895973126
158	0.01335336454	0.2637904361	0.1889635894
159	0.0133105174	0.2630046267	0.1883541889
160	0.01326886074	0.2622489952	0.1877591116
161	0.01322653772	0.2615142924	0.1871589043
162	0.0131877455	0.2607870181	0.1866053228
163	0.01314438746	0.2599955394	0.1859897148
164	0.01309738749	0.2592490491	0.185326616
165	0.0130543875	0.2585345165	0.1847221997
166	0.01301875754	0.2578822157	0.1842141153
167	0.01298232589	0.2572245221	0.1836954137
168	0.01294344969	0.2565081101	0.1831466053
169	0.01290790814	0.2558781727	0.1826420701
170	0.01286936388	0.2551357291	0.1820885287
171	0.01283082353	0.2544579106	0.1815447954
172	0.01280074256	0.2538518765	0.1811205043
173	0.01276467011	0.2532101265	0.180609214
174	0.01272916025	0.2525310557	0.1801032459
175	0.01269400218	0.2518999412	0.1796053278
176	0.01265553553	0.2512594525	0.1790604408
177	0.01262071114	0.2506540195	0.1785712666
178	0.0125876825	0.2500460729	0.1781029038
179	0.0125510853	0.2494673513	0.1775871429
180	0.01252282816	0.2489222132	0.1771829673
181	0.01249121345	0.2483565307	0.1767314071
182	0.01245456575	0.2477108459	0.1762067891
183	0.01242608123	0.2472083625	0.1758093599
184	0.01239843376	0.246708077	0.1754132203
185	0.01237135393	0.2461766298	0.1750297968
186	0.01234433229	0.2456173232	0.1746497322
187	0.01231573875	0.245138856	0.1742387892
188	0.0122879561	0.2446119844	0.1738445983
189	0.01226636975	0.2441799963	0.1735332231
190	0.01223936163	0.2436638967	0.1731453383
191	0.01221215186	0.2431237068	0.1727571476
192	0.01218394822	0.2426099276	0.1723581423
193	0.01216113762	0.2421622915	0.1720308473
194	0.01213966578	0.2416836491	0.171716731
195	0.01211674706	0.2412060834	0.1713862289
196	0.01209320564	0.2407206504	0.1710500002
197	0.01206684949	0.2402732601	0.1706759662
198	0.0120443791	0.2398779601	0.1703589485
199	0.01201865511	0.2394197998	0.1699923135
200	0.01199753087	0.2390139198	0.1696913854
201	0.01197251459	0.2386090806	0.1693376384
202	0.01194793775	0.2381505352	0.1689883037
203	0.01192394888	0.2377232178	0.1686472927
204	0.0119033086	0.2372712589	0.1683558578
205	0.01188143485	0.2368530847	0.1680476415
206	0.01186182145	0.2364598216	0.1677704082
207	0.01183976362	0.2360477064	0.1674587352
208	0.01182252765	0.2356557166	0.1672070082
209	0.01180105841	0.2352376934	0.1668995644
210	0.01177661523	0.2347716914	0.1665592326
211	0.01176073894	0.2344483334	0.1663305607
212	0.01173870999	0.2340484716	0.1660196961
213	0.01171783554	0.233645678	0.1657219539
214	0.01169964328	0.2332287258	0.165468337
215	0.01168332231	0.2328445237	0.1652343416
216	0.0116641559	0.2325210588	0.1649655118
217	0.01164262698	0.2321091993	0.1646629379
218	0.01162155886	0.231678804	0.1643690757
219	0.01160499143	0.2313312608	0.1641313671
220	0.01158317469	0.2309206645	0.1638251282
221	0.01156494228	0.2305857645	0.1635711485
222	0.01154325109	0.2302126033	0.163266979
223	0.01152740305	0.2298977938	0.1630425932
224	0.01151037825	0.2295873269	0.1628008698
225	0.01148888212	0.2292152965	0.1624914087
226	0.01147251669	0.2288582466	0.1622620345
227	0.01145965385	0.2285765202	0.162078234
228	0.01144047617	0.2282050618	0.1618066987
229	0.01142245474	0.2278309711	0.1615457379
230	0.01140512393	0.2274918126	0.1612988913
231	0.01139004005	0.2271949477	0.1610825454
232	0.01137366022	0.2268959946	0.1608492727
233	0.01136064794	0.2265708195	0.1606652088
234	0.01134567149	0.2262511595	0.1604536706
235	0.01132880431	0.2259078067	0.1602153231
236	0.01131349062	0.2256224564	0.1600005769
237	0.01129925103	0.2253449764	0.1597967455
238	0.01128362328	0.2250401567	0.1595763642
239	0.01127161256	0.2247930084	0.1594023172
240	0.01125657914	0.2244985785	0.159192817
241	0.01124312044	0.2242278777	0.1590005174
242	0.01122947447	0.2239494428	0.1588119256
243	0.0112141381	0.2236292146	0.1585983238
244	0.01119748259	0.2233122821	0.1583664876
245	0.01118688781	0.2230706225	0.1582171165
246	0.0111716479	0.222765836	0.1579977871
247	0.01115665461	0.2225121423	0.1577844459
248	0.01114488878	0.2222770995	0.157616963
249	0.01112951373	0.2220090055	0.1574036161
250	0.01111749841	0.2217714518	0.1572308984
251	0.01110576812	0.221460227	0.157066668
252	0.01109464035	0.2212138643	0.1569051314
253	0.01108174735	0.2209395121	0.1567201261
254	0.0110712084	0.2207333646	0.1565689009
255	0.01105719543	0.220458688	0.1563726097
256	0.01104429922	0.2201835189	0.1561857862
257	0.01103376507	0.2199819902	0.1560379443
258	0.01102103906	0.2197216086	0.1558569469
259	0.01100903635	0.2194795116	0.155684282
260	0.01099513915	0.2191687049	0.155487839
261	0.0109854276	0.2189402163	0.155347288
262	0.01097565917	0.2187146184	0.1552076773
263	0.01096584627	0.2185002923	0.1550647396
264	0.0109545092	0.2182697595	0.1549050467
265	0.0109405285	0.2180025621	0.1547081824
266	0.01092758996	0.2177777022	0.154522745
267	0.01091610639	0.2174991286	0.1543612253
268	0.01090515526	0.2172647876	0.1542087091
269	0.01089331744	0.2170393967	0.1540388567
270	0.0108836135	0.2167958273	0.1538976217
271	0.01087254242	0.2165945947	0.1537441989
272	0.01086141658	0.2163925275	0.1535865828
273	0.01084974824	0.2161563163	0.1534188917
274	0.01083923769	0.2159383306	0.1532661484
275	0.01083027223	0.2157484157	0.153137956
276	0.0108202693	0.2155311259	0.1529966223
277	0.01081009505	0.2152888343	0.1528571275
278	0.01080176075	0.2150814776	0.1527381351
279	0.01079269688	0.2148574722	0.1526114317
280	0.01078188749	0.2146627693	0.1524566989
281	0.01077138208	0.2144636214	0.1523090048
282	0.01076074362	0.2142691948	0.1521593222
283	0.01075021369	0.2140402792	0.1520123543
284	0.01074031685	0.213849578	0.1518702701
285	0.01073178959	0.2136534111	0.1517464756
286	0.01072225139	0.213456005	0.1516146142
287	0.01071101243	0.2132063047	0.1514577876
288	0.01070260054	0.2130503359	0.1513396877
289	0.01069488058	0.2128933601	0.1512300295
290	0.01068429975	0.2126945812	0.1510777255
291	0.01067510821	0.2125176537	0.1509481177
292	0.01066634206	0.2123406234	0.1508194236
293	0.01065885277	0.2121808308	0.1507165782
294	0.01065177995	0.2120177877	0.1506183947
295	0.01064284637	0.2118454291	0.1504895847
296	0.01063364817	0.2116506112	0.1503619153
297	0.01062190028	0.2114438939	0.1501952056
298	0.01061274149	0.2112699957	0.1500656475
299	0.0106045726	0.2110699059	0.149951629
300	0.01059644446	0.2108642201	0.1498374782
301	0.01058876114	0.2106655163	0.1497306685
302	0.01058018678	0.2104942903	0.1496064261
303	0.01057350429	0.2103333812	0.1495097725
304	0.01056546444	0.2101743693	0.1493972946
305	0.01055509747	0.2099915483	0.1492506333
306	0.0105488998	0.2098685894	0.1491630296
307	0.01054203993	0.209723134	0.1490655501
308	0.0105336111	0.2095675404	0.1489439882
309	0.01052284187	0.2093961498	0.1487929793
310	0.0105141742	0.209219298	0.1486684308
311	0.01050667107	0.2090793689	0.1485636465
312	0.01049852431	0.2089030582	0.1484471241
313	0.01049378169	0.2087585286	0.148377678
314	0.01048413223	0.2085796916	0.148244453
315	0.01047480046	0.2084018256	0.1481139079
316	0.01046425582	0.2081952053	0.1479626205
317	0.01045873209	0.2080443379	0.1478811816
318	0.01044916381	0.2078501902	0.1477486056
319	0.01044088394	0.2076958742	0.1476318232
320	0.01043347424	0.2075383003	0.147527643
321	0.01042546016	0.2073762771	0.1474133774
322	0.01041724447	0.2072160732	0.1472948986
323	0.01040827302	0.2070719067	0.1471698609
324	0.0104009167	0.2069369161	0.1470669065
325	0.01039485364	0.2068148589	0.1469785113
326	0.01038830478	0.2066386832	0.1468874322
327	0.01037925622	0.2064712969	0.1467611102
328	0.01036970207	0.2062988411	0.1466264565
329	0.01036481912	0.2061740716	0.1465554832
330	0.01035941898	0.2060571418	0.1464764788
331	0.01035500688	0.205958251	0.1464144105
332	0.01034905855	0.2058388048	0.1463275752
333	0.01034341252	0.205686491	0.1462478809
334	0.01033595394	0.2054953959	0.1461452971
335	0.01032989289	0.2053540617	0.1460609198
336	0.01032381142	0.2052344858	0.1459724147
337	0.0103152252	0.2050987794	0.1458514709
338	0.01031032225	0.2049748797	0.1457801845
339	0.01030439645	0.2048262157	0.1456977756
340	0.0102974282	0.2046715167	0.1456011689
341	0.01029363262	0.204572524	0.1455462593
342	0.01029339554	0.20455369	0.1455426083
343	0.01028737548	0.2044319761	0.1454588001
344	0.0102822732	0.2043273924	0.1453868063
345	0.0102763948	0.2041920683	0.1453061445
346	0.01026799866	0.204055175	0.1451862233
347	0.01026295974	0.2039349298	0.1451136136
348	0.0102592847	0.2038386403	0.1450587244
349	0.01025305273	0.2036927008	0.1449717959
350	0.01024651761	0.2035782655	0.1448773934
351	0.01024193765	0.2034723795	0.1448100057
352	0.01023762778	0.2033583302	0.1447476662
353	0.01023223197	0.2032275348	0.1446690093
354	0.01022880054	0.2031257051	0.1446202186
355	0.01022245199	0.2030340756	0.1445311957
356	0.01021678483	0.2029144564	0.1444487129
357	0.01021183524	0.202808699	0.1443782577
358	0.01020596939	0.2026885378	0.1442947903
359	0.01020460384	0.202643395	0.1442751544
360	0.01019659542	0.202508588	0.144159809
361	0.01019119226	0.2024026738	0.144082661
362	0.01018757887	0.2023079995	0.1440297438
363	0.0101872352	0.2022818168	0.1440247036
364	0.01018246098	0.2021818405	0.1439557969
365	0.01017909435	0.2020724311	0.1439076661
366	0.01017476078	0.2019669919	0.1438452226
367	0.01016857974	0.2018327713	0.143757051
368	0.0101605621	0.2016892245	0.1436470735
369	0.01015587373	0.2015734166	0.1435798728
370	0.01014999912	0.2014093124	0.1434969365
371	0.01014398494	0.2012713899	0.1434113483
372	0.01013941706	0.2011329599	0.1433496746
373	0.01013452262	0.2009771483	0.1432811592
374	0.01013347569	0.2009245097	0.143265957
375	0.01012875711	0.2007727759	0.1431968811
376	0.01012541936	0.2006860092	0.1431484907
377	0.01012138537	0.2005628172	0.1430934645
378	0.01011719511	0.200479647	0.1430326857
379	0.01011483487	0.2004262149	0.1429989907
380	0.0101090924	0.2003150417	0.1429171219
381	0.01010816226	0.2002903842	0.1429045667
382	0.010103381	0.2001805155	0.1428370466
383	0.01009568679	0.2000468993	0.1427254959
384	0.01009163467	0.1999341426	0.1426643318
385	0.01008734328	0.1998533976	0.1426030991
386	0.01007981794	0.1997432274	0.1424959559
387	0.0100763304	0.1996331265	0.1424457232
388	0.01007591882	0.1996016296	0.1424392937
389	0.010070789	0.199442387	0.1423658769
390	0.01006463778	0.1993470493	0.1422784324
391	0.01006090926	0.1992439942	0.1422264023
392	0.01005670709	0.199145809	0.1421663098
393	0.01005066724	0.1989981927	0.1420836776
394	0.01004593109	0.1988828646	0.1420168715
395	0.01004303343	0.198806298	0.141975093
396	0.01004283337	0.198787983	0.141971893
397	0.0100425432	0.1987696265	0.1419671846
398	0.01003556198	0.1986527858	0.1418688338
399	0.01003128827	0.1985596672	0.1418064838
400	0.01002653429	0.198474474	0.1417396899
401	0.0100263354	0.1984553424	0.1417366048
402	0.01001958312	0.1983510245	0.1416390933
403	0.0100194009	0.1983324991	0.1416362647
404	0.01001345262	0.1982120622	0.1415470481
405	0.01000858599	0.1981317128	0.141477321
406	0.01000488182	0.1980465018	0.1414227464
407	0.009998499657	0.1979375322	0.1413318542
408	0.009993858678	0.1978386212	0.1412660742
409	0.009989827658	0.1977361554	0.1412111479
410	0.009987290383	0.1976624996	0.1411758529
411	0.00998149788	0.1975175141	0.1410941127
412	0.009975575176	0.1974242255	0.1410093465
413	0.009970779762	0.1973171554	0.1409405095
414	0.009964545369	0.1972279014	0.1408536593
415	0.009960925628	0.1971514394	0.1408008934
416	0.009960721325	0.1971258872	0.1407978684
417	0.009958739543	0.1970613781	0.140768056
418	0.009953407612	0.1969753353	0.140693158
419	0.009952876316	0.1969354396	0.1406848138
420	0.009952606028	0.1969138405	0.1406807705
421	0.009947635147	0.1968365808	0.1406117889
422	0.009944642245	0.1967635943	0.1405672439
423	0.009938952861	0.1966509554	0.1404853707
424	0.009936703154	0.1965968683	0.1404523205
425	0.009931660975	0.1965094593	0.1403821454
426	0.009926727038	0.196372573	0.1403144169
427	0.009920977	0.1962815493	0.140234503
428	0.009920492747	0.1962502215	0.1402269979
429	0.009920166762	0.1962323854	0.1402220833
430	0.009916285153	0.196167394	0.140166043
431	0.009916074175	0.1961549205	0.1401628508
432	0.009911552434	0.1960716041	0.1401012819
433	0.009907460639	0.1959922912	0.1400428662
434	0.009903727089	0.1958774136	0.1399924451
435	0.009903495131	0.195857306	0.1399889228
436	0.009899735899	0.1957860193	0.1399348662
437	0.009899554453	0.1957681812	0.1399319865
438	0.009894316971	0.1956323527	0.1398551835
439	0.009888982437	0.1955272244	0.1397796667
440	0.009885414431	0.1954410651	0.1397296104
441	0.00988372291	0.1953942661	0.1397051213
442	0.009880471693	0.1953266936	0.1396564855
443	0.009879680107	0.1952977037	0.1396450417
444	0.00987483188	0.1952204054	0.1395768305
445	0.009869791377	0.1951372367	0.1395070092
446	0.009866746143	0.1950789536	0.1394644391
447	0.009861490812	0.1949859253	0.1393898133
448	0.009861243285	0.194962478	0.1393859648
449	0.009858809816	0.1948686277	0.1393496478
450	0.009856183006	0.1947849703	0.1393111674
451	0.009856044208	0.1947656677	0.1393088604
452	0.009853405989	0.194704939	0.1392700969
453	0.009849659644	0.1946079861	0.1392183718
454	0.009847758406	0.194557257	0.139190594
455	0.009844038052	0.1944540507	0.1391393661
456	0.0098416873	0.1944076504	0.1391057757
457	0.009838917035	0.1943410067	0.1390651176
458	0.009835802904	0.1942806458	0.139021447
459	0.009835683881	0.1942640135	0.1390194107
460	0.00982886997	0.1941475703	0.1389249264
461	0.00982862611	0.1941281279	0.1389211839
462	0.009825071468	0.1940203256	0.1388709868
463	0.009824939445	0.1940042017	0.1388688903
464	0.009821905962	0.1939509117	0.1388263506
465	0.009817489249	0.1938660969	0.1387630825
466	0.009816633794	0.1938375435	0.1387506223
467	0.009810819397	0.1937257474	0.1386685238
468	0.009810606028	0.1937105149	0.1386651243
469	0.009808469319	0.1936631861	0.138636224
470	0.009808323437	0.193649006	0.1386339307
471	0.009808169427	0.1936335827	0.1386314848
472	0.009804920451	0.193533052	0.1385860726
473	0.009799649252	0.1934351449	0.1385109738
474	0.00979950637	0.1934192122	0.1385087286
475	0.009799208016	0.1933994902	0.1385043714
476	0.009796553734	0.1933273805	0.1384673729
477	0.009792917983	0.1932596246	0.1384170894
478	0.009789959726	0.1931844701	0.1383757617
479	0.009786247657	0.1931152359	0.1383230472
480	0.009783235673	0.1930368881	0.1382805144
481	0.009780242496	0.1929507992	0.1382387119
482	0.009776106523	0.1928702318	0.1381800219
483	0.009773260609	0.1927933511	0.1381384779
484	0.009772982205	0.1927738827	0.1381343431
485	0.009770411436	0.192712768	0.1380976405
486	0.009766598526	0.1926361689	0.1380435716
487	0.009764912052	0.1926014874	0.138019449
488	0.009760665744	0.1925314417	0.1379598496
489	0.009756551627	0.1924576017	0.1379012477
490	0.009752148117	0.1923717473	0.1378384523
491	0.009751883518	0.1923564272	0.1378347412
492	0.009748477167	0.1923041352	0.1377861463
493	0.009745868875	0.1922296309	0.137746782
494	0.009742781989	0.1921684852	0.1377003154
495	0.009741523177	0.1921121797	0.1376828485
496	0.009739248064	0.1920444807	0.1376493868
497	0.009736476468	0.1919480541	0.1376092527
498	0.009733845201	0.1918871272	0.1375700681
499	0.009728128481	0.1917838605	0.1374862265
500	0.009724996954	0.191682396	0.1374424758
501	0.009721814825	0.1916017904	0.1373985776
502	0.00971779176	0.1914833575	0.1373416952
503	0.009715794035	0.1914304498	0.1373126991
504	0.009712472996	0.191373892	0.1372675974
505	0.009709462227	0.1913152127	0.1372244432
506	0.009705235152	0.1912008397	0.1371643513
507	0.009702835449	0.1911313235	0.1371308537
508	0.009702650594	0.1911152728	0.1371280828
509	0.009699730193	0.1910452162	0.1370862089
510	0.00969679315	0.1909701993	0.1370430774
511	0.009693293189	0.1908975297	0.1369941297
512	0.009691021288	0.1908427903	0.1369628443
513	0.009688091504	0.1907812099	0.1369209863
514	0.009684195668	0.190709983	0.1368661233
515	0.009684041052	0.1906976484	0.1368636644
516	0.00968046238	0.190635491	0.1368135162
517	0.009676759829	0.1905807014	0.1367607173
518	0.009673862984	0.1905238753	0.1367192233
519	0.009673306306	0.1904899417	0.1367104956
520	0.009670584119	0.1904281607	0.1366723589
521	0.009669120092	0.1903938147	0.1366514702
522	0.009668826142	0.1903629865	0.136646744
523	0.009667187024	0.1903169663	0.1366228273
524	0.009662485389	0.1902404596	0.1365570816
525	0.00966042554	0.1901812624	0.1365263764
526	0.00965579027	0.1901048695	0.1364595525
527	0.009654949649	0.1900760859	0.1364467034
528	0.009651294924	0.1899865338	0.1363944298
529	0.009647864702	0.1899372691	0.1363452857
530	0.009646860802	0.1898939517	0.1363305847
531	0.009644868943	0.1898446535	0.136302406
532	0.009642570408	0.1897805253	0.136268414
533	0.009642402026	0.1897703229	0.1362659368
534	0.009639779338	0.1897101808	0.1362287323
535	0.009639628616	0.1896822515	0.1362260134
536	0.009636328155	0.1896014131	0.1361786331
537	0.009631485835	0.1895359137	0.1361111763
538	0.009627698182	0.1894496533	0.1360574339
539	0.009627356248	0.1894355525	0.136052471
540	0.009624490959	0.189347878	0.1360117572
541	0.009620495913	0.1892807517	0.1359545117
542	0.009619537625	0.1892427007	0.1359403001
543	0.009616014604	0.1891674101	0.1358910179
544	0.009613526384	0.189119246	0.1358564251
545	0.00961112262	0.1890421146	0.1358227845
546	0.009608608209	0.1890002519	0.1357879407
547	0.009606743743	0.1889603676	0.1357615008
548	0.009604645013	0.1889005968	0.1357296767
549	0.009601234927	0.1888138815	0.1356810324
550	0.009598943281	0.1887612838	0.1356479128
551	0.009594377324	0.1886780974	0.1355824187
552	0.009593946789	0.1886582738	0.1355761148
553	0.009592955794	0.1886097066	0.1355605935
554	0.009592755479	0.1885915758	0.1355575023
555	0.009588988217	0.1885006233	0.1355044584
556	0.009586769921	0.1884420017	0.1354730482
557	0.009585600044	0.1883955344	0.1354569439
558	0.009580528658	0.1883199564	0.1353833516
559	0.009575624787	0.1882312222	0.1353149817
560	0.009575426614	0.1882157474	0.1353119148
561	0.009571910318	0.1881323724	0.1352621253
562	0.009566844042	0.1880555359	0.1351907309
563	0.009565080187	0.1880127119	0.1351656589
564	0.009561041582	0.1879403306	0.1351084573
565	0.009557234519	0.1878509159	0.1350552981
566	0.009555541974	0.1878028136	0.1350304166
567	0.009551508637	0.1877383138	0.1349732615
568	0.009549681246	0.1876968642	0.1349467834
569	0.009545515308	0.1876223457	0.1348867213
570	0.009542713577	0.1875503908	0.1348439746
571	0.009540325427	0.1874936513	0.1348085994
572	0.009536730074	0.1874369931	0.1347566638
573	0.00953647356	0.1874203578	0.1347528898
574	0.009533415623	0.1873691138	0.1347092007
575	0.009530794054	0.1872958341	0.1346721562
576	0.009527360018	0.1872227677	0.1346212311
577	0.009524134698	0.1871772758	0.1345748943
578	0.009523986955	0.1871656978	0.1345726435
579	0.00952294184	0.1871194904	0.1345563663
580	0.009520878929	0.1870499779	0.1345260148
581	0.009515845722	0.1869647561	0.1344541575
582	0.0095123854	0.1868971226	0.1344032431
583	0.009509284392	0.1868513076	0.1343590877
584	0.009506705415	0.1867888652	0.1343222507
585	0.009504597125	0.1867463989	0.1342919893
586	0.009502772551	0.1866899776	0.1342661403
587	0.009500176031	0.1866334928	0.1342300703
588	0.009497275609	0.1865900131	0.1341900968
589	0.009497150704	0.1865790865	0.1341881199
590	0.009496879665	0.1865631864	0.1341841422
591	0.009494489639	0.1865003544	0.1341496716
592	0.009494183112	0.1864815847	0.1341449432
593	0.009490984226	0.1863896908	0.1340988124
594	0.009490626289	0.1863710589	0.1340935196
595	0.009487067646	0.1862934459	0.1340422085
596	0.009486735188	0.1862723464	0.1340373573
597	0.009483557749	0.1861922759	0.1339921717
598	0.009479252536	0.1860909269	0.1339315698
599	0.009476642476	0.1860418686	0.1338952012
600	0.009476410912	0.1860280359	0.1338916064
601	0.009476207568	0.1860141944	0.1338885487
602	0.009474287228	0.1859736333	0.133860418
603	0.009470907744	0.1858917843	0.1338119991
604	0.009468496046	0.1858403501	0.1337768461
605	0.009465448595	0.1857576324	0.1337332743
606	0.009463061844	0.185701137	0.1336991978
607	0.00946059405	0.1856540955	0.1336632458
608	0.009458643228	0.1856062582	0.1336368421
609	0.009458445105	0.1855910378	0.1336337861
610	0.009458107473	0.1855746956	0.1336285589
611	0.009455269853	0.1855287843	0.1335883087
